Temperatura_C,Humedad_Aire_PCT,Humedad_Suelo_PCT,Luz_Analog,Nivel_Tanque_PCT,Bomba_Agua,Luz_UV_PWM
24.0,69.0,74.8,1000,41.8,0,192
26.3,69.2,86.9,3475,15.9,0,38
18.5,61.5,53.7,1988,50.6,0,131
27.6,73.4,75.2,931,8.5,0,197
25.5,76.4,14.0,2012,4.7,0,129
19.0,64.9,34.8,239,52.0,1,240
28.5,68.4,39.0,3809,24.8,0,17
29.1,76.8,51.1,1209,9.5,0,179
18.7,77.5,92.9,47,42.4,0,252
21.3,64.9,87.4,4049,91.5,0,2
27.7,71.0,13.5,3457,72.4,1,39
27.0,63.8,17.3,3279,81.6,1,50
20.2,62.0,35.8,3228,87.2,1,53
20.5,78.2,29.1,1248,97.3,1,177
22.4,76.4,61.5,1167,76.3,0,182
23.8,75.2,90.3,3490,60.8,0,37
25.4,61.0,96.2,3182,36.5,0,56
22.4,76.9,65.4,3901,18.2,0,12
23.6,68.8,83.8,874,68.7,0,200
27.0,66.8,52.5,1897,99.5,0,136
18.4,70.9,20.8,3536,46.7,0,34
21.0,61.8,52.5,2179,72.4,0,119
26.6,75.1,55.5,624,49.5,0,216
28.7,71.6,74.2,1859,43.2,0,139
24.1,63.7,22.0,1970,41.0,0,132
24.4,63.8,36.8,600,50.5,1,217
19.3,63.7,36.4,2720,36.7,0,85
23.4,61.1,95.9,2381,74.9,0,106
24.4,71.8,44.4,1943,87.4,1,134
20.9,76.8,75.5,3146,88.3,0,59
21.2,60.3,75.1,1816,22.8,0,141
22.5,61.0,26.6,3483,89.6,1,38
18.2,71.5,57.2,3590,34.2,0,31
21.9,76.4,89.4,3696,30.9,0,24
20.5,66.5,47.5,2083,72.7,1,125
21.9,67.0,94.5,2825,30.5,0,79
19.4,71.9,21.4,1648,5.3,0,152
28.7,65.5,7.4,1827,37.4,0,141
25.1,60.5,89.1,222,72.1,0,241
26.1,74.7,84.8,1746,32.7,0,146
27.5,72.5,99.3,529,63.0,0,222
24.0,71.6,67.9,2288,66.0,0,112
19.0,74.8,93.7,133,73.4,0,246
24.4,73.5,82.7,3803,89.7,0,18
25.0,64.1,84.4,390,43.3,0,230
26.9,67.0,56.9,101,16.6,0,248
23.2,62.5,38.2,2040,31.9,0,127
19.5,62.6,93.5,3723,43.2,0,23
21.4,73.5,43.2,2728,71.4,1,85
22.4,77.2,53.9,2545,1.3,0,96
25.8,79.3,44.6,2558,31.6,0,95
24.8,72.6,56.5,2750,78.0,0,83
22.3,63.7,47.1,3041,67.1,1,65
29.8,62.1,4.8,3608,73.2,1,30
25.3,76.3,88.2,2000,81.2,0,130
20.8,71.6,44.4,948,78.3,1,195
19.2,72.4,58.9,1568,68.2,0,157
19.8,75.6,13.9,3414,44.0,0,42
21.0,74.1,0.3,840,98.4,1,202
19.9,76.7,24.5,2053,56.9,1,127
20.2,61.1,70.5,3005,20.3,0,67
21.4,75.0,9.9,193,29.3,0,242
20.1,77.0,90.9,741,69.4,0,208
28.8,65.7,21.5,3208,92.5,1,55
19.0,72.8,20.5,3906,17.9,0,11
24.3,66.3,18.2,2959,8.2,0,70
22.9,79.2,1.4,472,88.2,1,225
29.8,60.7,77.2,2263,91.5,0,114
19.3,71.6,87.5,4078,27.6,0,1
22.8,63.3,61.4,3420,37.7,0,42
29.6,74.2,18.8,2923,66.0,1,72
28.4,63.5,28.5,3254,33.0,0,52
27.8,64.7,47.6,3239,87.7,1,53
21.1,69.9,95.4,3865,10.8,0,14
20.1,78.3,24.7,37,3.8,0,252
26.0,64.2,73.2,1698,20.8,0,149
29.2,62.9,43.9,470,28.6,0,225
24.7,75.2,29.8,2499,11.3,0,99
24.9,70.0,45.6,4026,6.6,0,4
21.4,78.2,7.1,1513,75.6,1,160
27.2,62.9,79.9,3213,16.4,0,54
20.2,72.9,24.3,1012,91.4,1,191
21.9,64.7,72.5,1783,36.8,0,143
23.1,63.1,6.8,1966,67.1,1,132
24.1,73.7,95.5,102,22.5,0,248
20.9,71.9,19.3,1734,24.0,0,147
19.4,75.1,88.3,1735,57.5,0,146
25.3,66.2,80.9,41,56.1,0,252
21.5,69.0,96.8,2994,76.9,0,68
25.0,68.1,47.8,3218,75.8,1,54
19.9,79.7,72.7,2113,67.1,0,123
23.8,65.8,37.1,2990,44.9,0,68
24.4,65.9,18.4,192,89.1,1,243
18.6,67.1,44.3,3369,62.3,1,45
22.0,71.3,16.6,1061,99.0,1,188
19.6,65.0,98.2,2549,81.9,0,96
18.8,78.3,9.6,1676,4.4,0,150
29.9,65.3,58.9,3689,32.1,0,25
21.9,77.9,62.6,3499,57.2,0,37
27.7,62.1,53.8,2711,72.1,0,86
21.1,73.1,66.2,2399,55.0,0,105
26.2,78.1,11.6,3997,78.6,1,6
27.1,63.4,55.5,325,28.3,0,234
25.1,79.4,28.7,3109,18.4,0,61
23.7,69.1,94.0,1120,5.4,0,185
22.9,78.9,76.2,107,57.3,0,248
22.2,73.5,97.3,2678,68.9,0,88
29.2,66.0,3.8,2198,32.6,0,118
28.0,63.8,28.5,1097,61.4,1,186
29.6,66.1,19.5,3128,5.2,0,60
19.5,61.9,1.1,2925,9.9,0,72
26.8,62.9,24.2,334,70.2,1,234
29.3,62.1,67.9,3323,36.8,0,48
20.2,68.5,23.1,1942,67.1,1,134
18.8,75.9,50.9,2039,83.2,0,128
26.9,62.8,88.8,803,85.3,0,204
24.9,62.6,69.4,1848,17.2,0,139
28.1,72.9,39.5,766,48.6,0,207
19.7,63.9,37.2,1277,73.4,1,175
27.5,62.0,45.6,1408,77.4,1,167
20.4,63.3,17.7,3527,78.5,1,35
20.0,78.5,63.4,2306,22.8,0,111
20.0,76.4,36.4,2829,19.3,0,78
27.8,67.1,85.2,1488,59.0,0,162
26.0,73.1,75.7,33,74.1,0,252
24.3,70.7,61.1,3566,31.9,0,32
22.3,73.5,36.4,2373,10.5,0,107
28.5,73.7,21.0,836,71.7,1,202
22.7,72.6,77.6,3309,30.0,0,48
27.8,65.3,48.6,2738,16.6,0,84
23.3,60.8,22.5,2024,14.8,0,128
22.5,69.1,19.5,1639,31.5,0,152
23.6,77.8,16.5,3612,59.3,1,30
21.6,71.4,77.7,738,35.8,0,209
27.0,76.6,22.9,1489,2.1,0,162
24.0,79.8,52.7,2791,9.7,0,81
20.8,63.3,45.2,1327,29.1,0,172
28.8,73.8,58.0,1885,66.0,0,137
22.6,73.5,87.7,2894,9.9,0,74
24.5,79.6,86.8,116,56.1,0,247
28.9,79.7,45.1,3278,12.0,0,50
25.5,73.7,1.5,3983,21.2,0,6
19.4,64.9,42.6,3768,17.2,0,20
29.3,76.0,60.6,1504,6.7,0,161
25.5,62.1,55.8,2697,67.1,0,87
22.0,75.6,65.1,2450,46.3,0,102
19.7,78.2,15.4,3044,83.1,1,65
27.5,67.7,64.7,2033,9.9,0,128
25.4,72.6,18.3,3906,14.5,0,11
24.4,68.6,75.1,1699,30.6,0,149
28.7,68.8,33.9,1923,76.6,1,135
27.5,66.2,71.0,1610,30.6,0,154
19.8,75.2,4.8,2280,40.8,0,113
21.7,78.7,40.8,2976,30.2,0,69
21.0,78.8,70.5,1307,8.0,0,173
26.9,63.5,22.7,2527,93.9,1,97
18.4,77.5,79.5,3960,54.9,0,8
24.8,74.7,63.1,3838,78.8,0,16
27.1,65.1,58.8,975,65.8,0,194
28.5,61.3,35.4,2056,51.4,1,126
22.1,65.4,48.2,714,9.0,0,210
27.9,78.2,59.7,1925,64.3,0,135
19.3,72.7,47.2,2426,15.5,0,103
28.2,74.4,69.8,3888,41.4,0,12
19.5,65.1,43.4,3674,62.9,1,26
22.8,74.4,20.2,2428,78.2,1,103
27.6,60.6,21.4,843,68.5,1,202
19.8,67.5,0.6,3733,67.2,1,22
20.8,72.5,30.1,359,14.9,0,232
26.7,62.9,74.9,2223,34.6,0,116
26.6,76.5,79.4,484,4.3,0,224
25.7,64.7,20.2,1428,71.9,1,166
26.3,73.0,95.9,2080,95.3,0,125
24.5,68.1,50.2,1488,26.4,0,162
21.0,71.9,91.7,695,8.8,0,211
22.1,62.1,70.7,2204,47.6,0,117
20.2,60.3,72.2,564,85.7,0,219
28.9,78.2,8.5,1831,55.2,1,140
25.0,65.4,22.0,201,4.7,0,242
22.8,76.4,0.9,3857,97.4,1,14
23.5,80.0,71.6,1198,82.9,0,180
29.4,64.2,34.4,1267,13.2,0,176
19.8,65.3,78.7,3340,92.2,0,47
25.0,73.3,33.9,2970,45.1,0,70
24.1,79.3,81.9,1469,37.2,0,163
25.3,78.3,13.1,73,46.1,0,250
18.2,70.1,17.3,95,83.5,1,249
28.5,75.9,34.1,1896,65.9,1,136
29.2,62.7,40.8,172,5.9,0,244
24.8,79.5,34.9,1922,95.8,1,135
26.4,79.3,76.4,3477,14.8,0,38
29.1,63.3,9.7,2202,74.6,1,117
26.5,66.0,35.1,3254,63.6,1,52
19.8,62.0,83.7,3394,18.8,0,43
24.9,65.4,6.7,2336,17.1,0,109
25.3,76.3,94.2,257,87.0,0,238
23.1,67.6,98.6,3658,42.0,0,27
26.8,61.8,8.9,2221,65.5,1,116
29.2,66.8,29.1,329,50.4,1,234
29.1,79.6,37.2,1254,72.7,1,176
23.4,72.6,77.6,2806,47.9,0,80
19.4,68.3,59.6,3067,28.7,0,64
29.8,63.3,64.4,160,36.3,0,245
28.1,79.7,75.8,185,85.9,0,243
19.5,76.4,11.8,3974,46.8,0,7
29.1,65.6,83.3,142,21.3,0,246
28.4,61.4,70.6,3353,93.5,0,46
24.2,61.1,57.7,2954,79.7,0,71
25.1,62.4,89.0,639,5.6,0,215
22.8,71.6,70.0,3749,99.9,0,21
18.7,78.6,20.2,2074,69.5,1,125
22.0,69.9,43.0,3317,16.0,0,48
27.6,76.9,49.4,3558,23.7,0,33
18.1,68.9,5.5,3718,69.2,1,23
22.0,74.2,95.5,3968,78.0,0,7
22.8,74.6,12.9,201,23.9,0,242
24.4,63.5,69.7,3092,25.7,0,62
29.0,67.2,50.6,1614,30.7,0,154
22.2,72.7,2.6,2717,59.8,1,85
22.2,61.4,92.5,3165,17.2,0,57
26.9,67.2,85.2,3079,10.4,0,63
23.4,70.7,52.4,471,67.9,0,225
20.7,79.9,22.9,3410,77.9,1,42
23.4,69.5,12.2,2306,50.1,1,111
19.7,76.3,36.3,2102,36.4,0,124
20.1,68.6,25.5,910,43.2,0,198
24.0,75.9,50.7,1571,38.8,0,157
23.0,71.9,96.6,1029,96.0,0,190
29.0,77.7,57.5,3448,76.8,0,40
22.3,68.2,89.0,2601,20.8,0,93
25.0,72.1,65.1,1073,38.4,0,188
25.6,72.6,47.5,2159,54.4,1,120
18.2,68.3,85.5,2193,61.3,0,118
26.0,62.9,47.1,229,46.8,0,240
20.1,61.9,86.9,1746,81.0,0,146
29.5,60.3,29.2,2544,76.8,1,96
19.8,77.5,12.9,1329,50.5,1,172
23.0,64.7,85.5,3613,85.4,0,30
19.0,64.2,58.7,460,75.1,0,226
30.0,74.7,88.9,806,77.9,0,204
24.0,66.4,93.8,3699,95.6,0,24
25.1,70.1,5.4,1931,26.6,0,134
18.8,63.3,50.1,2273,26.8,0,113
27.0,79.2,37.5,58,88.9,1,251
20.5,77.0,62.6,1099,77.2,0,186
28.8,77.3,79.4,2475,92.7,0,100
20.5,68.1,28.1,727,6.3,0,209
20.3,75.2,55.7,1155,62.8,0,183
18.4,62.9,70.9,2979,14.5,0,69
23.7,60.2,13.4,497,50.4,1,224
24.8,60.4,81.4,2863,15.6,0,76
18.8,71.7,60.6,909,12.8,0,198
27.3,69.1,95.0,3664,1.2,0,26
23.4,70.4,34.0,1328,63.0,1,172
24.3,60.1,10.8,2114,35.9,0,123
23.3,68.5,50.7,229,10.5,0,240
22.8,74.4,8.6,3030,32.3,0,66
24.7,68.9,97.0,332,16.9,0,234
19.9,74.6,3.9,3976,94.2,1,7
20.2,64.7,75.4,2324,32.0,0,110
28.3,76.3,52.5,1896,33.4,0,136
29.4,71.8,36.9,1607,84.0,1,154
22.5,64.2,6.6,720,64.8,1,210
21.2,64.7,62.2,3855,71.0,0,14
25.7,72.6,58.5,2191,63.6,0,118
22.9,76.6,28.1,1274,94.6,1,175
18.3,68.3,91.0,3867,20.7,0,14
19.9,65.2,30.4,690,98.9,1,212
26.6,77.3,45.0,4023,83.1,1,4
25.9,73.4,54.4,3151,58.9,0,58
18.3,69.0,10.0,56,66.2,1,251
20.7,69.8,93.2,3437,64.9,0,40
20.8,64.1,37.5,2355,5.8,0,108
26.1,72.5,8.1,2221,21.8,0,116
18.2,67.2,38.7,1485,96.1,1,162
19.2,79.9,60.0,749,53.4,0,208
27.6,69.6,51.4,3051,37.8,0,65
20.1,69.7,69.5,677,76.2,0,212
25.8,71.3,5.5,3667,52.5,1,26
20.9,78.3,28.5,3564,1.3,0,33
19.2,76.0,81.9,559,73.6,0,220
20.9,69.0,8.0,1662,73.2,1,151
26.7,74.4,85.5,1704,16.5,0,148
28.3,71.7,9.2,3937,95.7,1,9
28.0,69.8,83.4,3445,22.4,0,40
22.8,63.8,36.1,1978,45.8,0,131
26.0,69.3,61.2,348,11.5,0,233
20.5,64.9,15.3,1090,60.3,1,187
21.5,78.3,6.6,2377,37.5,0,106
28.8,66.7,21.6,3923,35.3,0,10
18.2,79.0,12.8,2241,82.7,1,115
19.0,70.7,31.2,1178,1.0,0,181
20.5,72.6,51.4,3231,79.8,0,53
18.3,70.9,58.9,1719,57.1,0,147
20.2,62.6,79.0,2313,98.6,0,110
25.0,67.5,65.6,2215,58.9,0,117
23.1,62.0,60.9,2192,5.5,0,118
28.7,72.5,41.2,2233,5.1,0,115
27.8,68.9,47.4,885,88.3,1,199
22.1,75.6,41.5,864,84.1,1,201
21.1,64.4,84.2,2821,34.6,0,79
22.6,63.3,23.0,3494,61.8,1,37
25.1,68.1,0.6,3054,49.0,0,64
21.2,78.5,65.1,785,96.7,0,206
25.5,74.2,20.2,456,95.0,1,226
22.9,68.4,89.0,3911,98.4,0,11
24.6,70.3,85.9,344,86.6,0,233
23.2,61.7,7.7,2782,91.0,1,81
21.5,79.7,10.6,553,21.7,0,220
29.4,73.3,49.5,1020,83.1,1,191
27.2,65.7,60.9,3587,70.9,0,31
19.7,71.7,27.5,787,96.3,1,205
28.4,62.2,71.7,1819,57.1,0,141
23.8,79.3,59.5,2983,8.5,0,69
28.7,63.5,32.5,704,59.7,1,211
27.6,73.0,2.5,1127,68.7,1,184
23.1,64.9,75.0,2294,22.0,0,112
18.3,74.4,21.5,811,39.4,0,204
21.2,75.5,83.4,3094,59.9,0,62
24.5,73.5,42.0,952,37.4,0,195
25.6,72.3,57.7,814,37.5,0,204
21.1,77.8,87.3,1548,13.3,0,158
19.7,61.6,86.4,143,94.1,0,246
28.0,66.6,37.2,2777,75.0,1,82
29.8,65.0,20.9,3766,0.1,0,20
24.3,79.8,77.5,862,76.6,0,201
20.1,67.8,43.3,3825,74.0,1,16
21.3,74.7,19.2,1216,1.0,0,179
18.2,73.7,90.4,2512,37.0,0,98
29.0,64.2,19.8,1807,60.7,1,142
19.4,64.8,2.6,374,45.3,0,231
24.9,65.6,2.0,676,77.8,1,212
21.3,68.2,62.2,2739,42.5,0,84
24.7,64.7,66.2,2676,15.4,0,88
25.8,60.4,31.1,1289,97.6,1,174
28.0,77.6,32.0,3449,24.2,0,40
20.5,79.3,33.9,3621,71.8,1,29
18.1,66.8,68.0,555,14.3,0,220
19.6,66.8,5.8,862,32.9,0,201
28.8,60.1,92.9,2121,44.2,0,122
28.5,73.6,22.3,2485,19.2,0,100
25.2,76.5,100.0,880,45.0,0,200
25.2,62.9,17.2,2273,15.7,0,113
26.0,63.2,77.2,1842,55.9,0,140
20.1,75.8,22.3,2355,66.4,1,108
29.0,72.3,8.1,965,6.2,0,194
23.0,60.9,87.5,2395,87.1,0,105
22.6,72.5,85.9,475,18.5,0,225
24.2,66.2,40.4,1338,22.5,0,171
18.6,67.4,70.2,524,66.1,0,222
20.0,75.4,55.7,1448,46.9,0,164
26.9,76.2,85.3,2571,49.9,0,94
19.0,68.0,31.5,561,12.8,0,220
25.2,78.9,52.4,4071,80.6,0,1
20.9,68.1,48.5,3896,61.7,1,12
22.7,75.4,35.4,4017,13.5,0,4
21.5,69.7,89.1,3320,37.4,0,48
22.3,78.0,16.6,3702,81.0,1,24
26.6,78.2,15.0,568,56.8,1,219
21.6,61.7,57.7,1205,10.9,0,179
24.8,78.7,65.7,4033,37.3,0,3
23.7,76.5,19.5,3847,24.3,0,15
26.0,75.8,39.1,105,51.7,1,248
29.2,64.0,94.7,2238,84.3,0,115
26.8,76.1,24.7,1160,43.6,0,182
20.6,77.0,66.8,699,43.3,0,211
18.4,65.8,74.0,1143,90.5,0,183
21.1,79.0,44.8,3825,57.6,1,16
25.1,61.0,93.8,2878,56.6,0,75
18.6,63.0,73.7,71,26.2,0,250
24.0,70.8,45.8,754,60.8,1,208
25.2,71.5,56.9,3202,57.6,0,55
22.0,72.9,69.3,2504,39.7,0,99
27.3,60.3,59.2,3852,99.1,0,15
19.3,79.2,87.9,904,88.2,0,198
18.9,60.9,35.7,2526,75.0,1,97
26.7,62.9,30.0,4056,53.7,1,2
23.9,60.3,21.4,51,46.2,0,251
26.3,71.3,3.8,1003,18.5,0,192
23.2,78.6,4.3,2621,30.6,0,91
21.0,73.3,87.0,3190,77.4,0,56
27.8,76.5,67.8,3948,45.4,0,9
27.6,60.3,66.1,1287,88.2,0,174
26.3,70.8,61.5,1262,14.8,0,176
21.3,69.2,84.9,3422,50.8,0,41
25.1,70.0,48.0,2940,64.7,1,71
22.3,61.4,87.0,2302,51.7,0,111
19.1,73.7,35.9,684,88.9,1,212
29.0,70.1,92.7,3380,99.0,0,44
19.6,75.3,69.9,1772,11.6,0,144
29.4,69.7,25.7,3902,13.0,0,12
23.4,63.0,56.4,1630,13.0,0,153
20.2,73.0,53.3,3920,68.1,0,10
24.5,63.4,13.8,3566,37.3,0,32
28.5,77.4,59.1,2104,73.3,0,123
26.8,72.3,31.5,949,40.5,0,195
27.7,63.1,5.2,3474,62.8,1,38
25.9,79.2,94.9,3138,77.0,0,59
26.3,70.4,64.1,3117,54.8,0,60
28.2,61.5,87.7,2653,54.0,0,89
21.0,72.5,67.6,1673,8.8,0,150
23.9,65.1,35.7,2416,41.1,0,104
20.7,76.1,51.3,3676,54.6,0,26
29.9,76.4,67.6,2279,46.2,0,113
29.3,79.6,96.0,1425,90.1,0,166
18.5,70.0,25.4,2955,90.7,1,70
26.5,69.1,87.5,1584,82.2,0,156
29.1,75.1,92.4,1046,37.5,0,189
20.2,62.6,67.0,2621,71.7,0,91
24.8,70.9,93.1,1290,39.5,0,174
29.0,70.9,39.8,2888,23.3,0,75
18.4,61.8,95.3,2165,34.3,0,120
26.4,68.4,70.3,4023,7.1,0,4
21.6,77.1,4.2,1623,33.2,0,153
29.1,77.1,90.7,3672,46.1,0,26
29.7,62.0,48.4,3126,95.5,1,60
29.3,61.8,46.0,1176,31.3,0,181
23.7,65.3,56.6,3310,90.2,0,48
28.3,77.5,14.9,3336,22.9,0,47
28.1,62.6,46.9,2315,19.1,0,110
21.8,74.4,83.1,3978,51.9,0,7
27.9,62.0,1.5,2160,67.3,1,120
18.4,72.5,27.3,2213,4.4,0,117
25.2,67.1,0.2,2715,22.1,0,85
20.8,75.8,41.6,1031,45.6,0,190
19.4,64.7,72.8,2761,33.1,0,83
18.9,72.8,79.9,3288,71.3,0,50
26.4,64.7,94.5,430,51.1,0,228
22.1,74.3,60.9,1315,16.0,0,173
26.7,77.5,25.5,892,89.4,1,199
18.8,62.5,92.4,1073,29.3,0,188
21.8,77.3,77.5,106,73.1,0,248
24.5,71.9,57.4,3080,78.0,0,63
27.5,62.5,69.6,744,96.3,0,208
21.8,68.6,92.4,2747,49.9,0,83
25.5,63.2,71.2,1479,61.6,0,162
28.6,74.0,36.8,2370,33.5,0,107
25.4,75.2,71.3,2356,67.8,0,108
20.8,62.1,4.0,2897,46.3,0,74
18.3,70.1,38.6,621,43.8,0,216
28.4,76.3,40.6,994,85.5,1,193
18.3,78.7,16.7,144,5.0,0,246
28.5,70.3,2.3,2787,88.2,1,81
24.3,79.0,13.3,820,85.2,1,203
29.3,70.7,65.5,411,50.6,0,229
27.6,67.9,80.2,113,49.0,0,247
30.0,77.0,98.8,2622,36.2,0,91
22.2,69.9,34.6,2446,99.4,1,102
27.2,69.4,59.9,3346,11.1,0,46
22.8,69.8,93.7,123,59.0,0,247
23.8,76.9,16.7,85,68.2,1,249
25.5,76.6,71.8,3653,93.4,0,27
28.5,68.1,75.5,46,78.0,0,252
29.8,66.7,8.9,3782,64.4,1,19
27.2,69.8,86.1,1899,11.7,0,136
23.0,71.5,81.3,2991,37.4,0,68
23.1,64.8,3.3,3272,13.9,0,51
26.9,75.9,9.1,3347,88.1,1,46
20.9,69.7,4.9,1572,75.0,1,157
19.3,66.7,33.5,1738,75.8,1,146
22.3,62.1,50.9,3201,65.2,0,55
21.4,64.8,53.2,3519,50.7,0,35
21.6,79.0,26.8,2005,15.0,0,130
20.8,66.1,91.2,4079,33.0,0,0
18.5,63.4,36.8,803,13.7,0,204
18.2,69.2,4.6,2436,72.5,1,103
29.9,66.1,30.0,2623,16.0,0,91
23.1,60.7,53.1,3334,70.2,0,47
22.6,66.5,40.8,1989,69.2,1,131
26.2,70.9,27.4,2679,45.9,0,88
20.6,71.0,13.1,3349,13.5,0,46
29.4,67.1,81.9,2761,31.5,0,83
27.4,68.9,99.6,1069,32.0,0,188
19.1,79.3,33.0,1191,70.0,1,180
23.0,67.5,38.2,3516,11.4,0,36
28.5,65.2,61.8,2669,82.9,0,88
29.3,64.9,71.8,45,76.1,0,252
23.6,69.2,39.2,2771,18.6,0,82
25.4,75.2,90.5,539,71.9,0,221
20.0,64.1,56.0,86,66.9,0,249
29.9,74.2,45.0,2850,74.8,1,77
20.8,60.4,64.7,1408,18.9,0,167
29.3,68.4,95.3,3740,15.8,0,22
25.8,75.5,79.5,264,23.6,0,238
25.3,66.8,4.0,3848,36.6,0,15
24.2,71.3,33.2,3093,79.4,1,62
20.8,64.1,47.1,3839,73.8,1,15
20.1,74.8,31.5,702,92.5,1,211
20.6,61.0,70.0,1473,5.9,0,163
20.2,77.1,82.6,4047,1.2,0,2
27.4,64.0,73.1,2279,69.9,0,113
22.2,77.5,98.9,185,27.9,0,243
18.7,67.1,27.3,325,33.4,0,234
29.6,74.5,87.5,1206,54.7,0,179
28.6,66.4,76.7,396,10.2,0,230
29.1,78.1,36.2,1504,64.3,1,161
29.9,62.5,73.4,1426,32.5,0,166
20.1,63.6,10.4,3534,63.3,1,34
22.8,69.9,78.9,1440,83.4,0,165
27.1,61.6,53.2,3273,17.1,0,51
26.4,63.9,29.2,1088,93.1,1,187
19.8,78.9,65.6,955,53.1,0,195
27.8,79.5,64.2,3979,92.3,0,7
20.7,67.5,20.9,554,20.8,0,220
20.7,78.5,3.0,2780,60.5,1,81
24.4,70.9,43.4,1040,40.4,0,190
25.1,65.4,57.0,3907,77.4,0,11
25.0,74.0,87.7,2844,60.6,0,77
19.1,73.2,92.8,3254,49.5,0,52
28.5,79.8,52.9,2438,91.3,0,103
21.2,65.3,75.4,43,37.7,0,252
19.6,73.4,43.9,4044,22.0,0,3
28.7,61.0,74.6,900,60.8,0,198
29.5,62.3,20.5,1723,62.4,1,147
28.3,60.1,37.1,3973,43.9,0,7
27.7,80.0,63.4,481,48.7,0,225
25.9,76.0,1.8,2036,96.0,1,128
24.6,75.7,72.2,1286,73.3,0,174
19.0,70.2,83.6,1197,11.1,0,180
22.9,66.0,39.9,1464,21.2,0,163
22.5,63.0,44.8,565,97.6,1,219
21.1,65.7,85.1,2267,72.6,0,113
26.7,67.5,77.6,3629,91.5,0,29
24.0,75.1,28.8,3465,30.4,0,39
19.0,70.8,32.4,771,74.2,1,206
20.6,61.5,67.9,1218,71.4,0,179
26.2,60.4,56.3,2456,29.5,0,102
18.9,62.0,16.2,470,55.1,1,225
28.2,68.2,31.0,1370,62.7,1,169
23.9,78.7,90.0,3533,48.1,0,34
23.8,72.7,68.8,3132,82.7,0,59
25.1,76.0,98.6,2213,83.3,0,117
27.9,69.3,76.7,671,85.1,0,213
22.2,67.2,94.2,1174,80.3,0,181
26.1,62.2,21.6,110,48.8,0,248
24.8,77.5,77.1,3559,38.1,0,33
21.2,75.7,2.0,2596,83.1,1,93
28.5,63.4,67.1,1026,49.0,0,191
27.6,70.2,46.9,3554,24.6,0,33
25.9,69.7,34.7,3084,50.7,1,62
28.2,72.5,86.2,3233,14.2,0,53
28.4,78.9,85.4,343,69.2,0,233
26.5,71.6,2.2,1472,33.6,0,163
28.0,70.8,61.0,2379,26.1,0,106
26.4,61.0,36.8,2311,95.7,1,111
26.2,61.3,41.6,2130,77.7,1,122
25.4,63.7,83.2,776,78.7,0,206
27.0,60.6,31.0,2971,62.4,1,69
19.9,74.9,94.3,2381,83.9,0,106
28.6,74.5,18.0,1403,75.9,1,167
28.5,62.7,66.3,3290,59.9,0,50
18.4,76.7,67.2,657,96.1,0,214
27.9,63.1,25.2,1833,19.2,0,140
19.5,66.0,32.5,1832,94.3,1,140
22.0,65.0,83.5,453,40.1,0,226
26.9,67.4,76.2,2720,52.8,0,85
19.9,65.1,32.9,740,12.3,0,208
27.8,69.8,53.4,1769,54.0,0,144
28.0,68.1,6.2,3160,61.1,1,58
24.1,79.7,20.9,2380,99.8,1,106
18.1,61.1,48.6,2357,97.5,1,108
21.4,62.8,8.6,2774,96.6,1,82
25.4,61.1,84.3,1443,34.8,0,165
29.8,72.5,71.8,3680,99.1,0,25
25.6,61.1,94.4,1748,45.5,0,146
21.1,76.7,69.3,2401,85.2,0,105
25.6,70.2,94.0,823,21.6,0,203
24.5,70.5,55.5,3171,50.6,0,57
27.4,71.2,60.0,144,96.6,0,246
19.3,63.4,97.7,3081,94.7,0,63
27.1,64.0,64.2,2006,68.4,0,130
24.5,66.4,3.1,1067,79.8,1,188
29.6,71.9,72.4,1786,17.6,0,143
22.1,64.2,90.5,1409,72.2,0,167
25.6,62.3,79.6,1762,61.8,0,145
29.2,79.4,58.4,909,9.2,0,198
19.2,60.4,67.1,760,11.3,0,207
29.2,76.1,99.0,2542,10.8,0,96
26.3,75.8,9.1,1516,72.4,1,160
18.8,65.9,66.7,3240,14.2,0,53
21.6,62.7,28.3,2689,46.8,0,87
26.5,62.9,64.0,530,35.7,0,221
18.8,73.9,60.8,1359,55.1,0,170
25.0,72.9,15.3,3818,70.6,1,17
22.2,75.7,20.7,2027,68.5,1,128
25.5,78.7,62.2,3928,51.6,0,10
18.5,73.8,12.8,2560,46.4,0,95
28.5,63.1,26.5,2177,39.8,0,119
29.7,64.9,83.5,1007,86.2,0,192
29.6,76.8,32.7,3610,33.1,0,30
27.0,64.2,48.8,1537,25.9,0,159
19.6,61.5,94.1,1273,74.3,0,175
27.1,74.1,22.7,2781,36.0,0,81
18.3,68.1,39.0,946,84.7,1,196
18.3,78.4,60.6,1161,32.8,0,182
21.9,73.0,75.5,1298,70.2,0,174
23.9,61.8,90.2,1001,4.5,0,192
27.2,79.0,91.5,2511,38.6,0,98
26.2,65.2,77.7,2188,34.3,0,118
23.4,66.7,22.8,1967,81.7,1,132
21.3,68.0,2.5,3327,96.7,1,47
30.0,61.0,38.4,881,46.1,0,200
23.1,69.9,14.2,1847,82.5,1,139
23.4,62.5,71.0,2503,70.0,0,99
20.0,68.0,66.1,1975,96.7,0,132
27.5,67.0,4.4,2481,81.1,1,100
26.3,75.5,83.7,1630,7.7,0,153
20.6,76.1,24.9,172,71.3,1,244
19.0,63.1,43.2,472,53.5,1,225
26.2,67.3,66.8,4026,1.6,0,4
25.9,67.5,42.9,1446,25.1,0,164
