temp_ambiente,temp_agua,humedad_ambiente,humedad_suelo,intensidad_luz,perfil,uv,riego
28.56,15.8,67.66,65.01,36.5,1,108,0
32.49,22.75,62.6,76.95,93.2,2,236,0
37.77,19.71,72.09,58.55,44.9,2,98,1
19.91,17.39,68.31,28.74,4.9,3,20,1
17.42,23.93,54.17,76.5,49.4,2,125,0
30.8,20.97,51.71,62.8,71.2,1,208,0
43.26,19.87,62.77,40.69,89.0,3,143,1
24.4,24.18,66.32,23.72,59.4,3,114,1
27.58,24.55,65.89,29.22,58.8,1,170,0
24.26,18.93,66.16,39.17,24.9,2,61,1
34.63,17.4,57.4,45.66,7.2,2,30,1
29.46,18.62,64.83,43.8,1.8,2,30,0
29.6,19.26,68.24,57.73,1.7,2,30,1
38.96,20.08,94.98,31.15,92.2,1,228,1
17.95,20.89,70.96,20.8,23.3,2,60,1
30.12,23.4,58.22,78.75,12.0,3,24,1
36.42,18.05,61.63,72.72,15.7,2,35,0
34.54,23.29,60.92,69.27,24.2,2,59,0
28.95,15.71,93.88,46.2,20.6,1,59,0
16.68,24.54,65.8,80.56,26.2,1,74,0
27.98,20.65,94.5,30.08,29.7,1,85,0
34.94,18.8,81.2,43.96,47.6,2,121,1
27.47,17.77,87.99,48.92,65.5,3,125,1
25.58,15.62,77.67,35.58,53.0,2,135,1
41.97,14.91,72.14,75.53,40.4,2,85,0
30.51,24.61,55.06,24.51,85.1,1,249,1
40.54,22.74,75.74,54.59,13.0,3,21,1
41.62,21.62,68.83,57.28,58.0,3,93,1
37.17,17.62,93.63,27.63,31.9,2,68,1
40.61,18.77,70.02,27.83,5.0,3,20,1
37.44,16.99,51.54,23.47,65.1,1,163,1
41.1,22.35,51.88,37.86,86.7,3,141,1
33.45,21.0,74.44,19.79,55.3,3,106,1
27.58,20.26,79.96,50.66,53.7,2,136,0
23.54,22.24,96.89,61.99,89.4,3,169,0
35.31,17.99,68.47,55.68,3.3,2,30,1
44.21,24.98,94.64,24.61,33.3,2,72,1
40.02,22.42,52.21,32.89,56.3,3,90,1
42.67,23.19,94.56,70.97,86.7,3,141,1
24.69,19.78,95.85,28.76,42.0,3,80,1
40.59,24.86,95.63,46.35,48.1,1,121,1
31.09,23.9,88.22,39.35,50.6,1,148,0
22.94,16.0,69.74,74.88,72.6,1,212,0
30.22,16.51,77.48,68.68,58.9,1,171,0
41.75,17.19,92.9,41.21,30.5,1,77,1
25.1,21.11,81.15,64.88,90.1,3,171,1
17.51,21.57,80.02,78.07,96.8,1,255,0
20.67,16.18,91.82,74.75,28.4,3,52,0
22.09,18.02,77.17,53.08,76.6,1,225,0
40.46,18.84,60.15,41.12,21.0,3,34,1
36.04,23.02,90.62,29.73,48.3,2,105,1
38.73,24.68,50.87,60.98,25.5,1,65,0
17.06,16.14,63.89,59.98,10.1,3,20,0
23.73,21.34,91.0,48.65,43.0,3,82,1
39.13,21.6,73.65,25.03,64.6,1,160,1
17.75,20.19,83.33,35.23,73.9,2,188,1
42.79,19.58,67.37,48.33,83.6,2,180,1
31.35,19.06,60.94,24.42,53.4,2,136,1
22.65,24.2,87.74,23.85,100.0,3,191,1
22.45,18.0,66.05,56.05,17.1,1,50,0
37.7,22.21,89.78,39.81,92.9,1,232,1
17.23,18.38,70.93,61.89,64.4,1,189,0
20.62,24.69,66.48,40.91,84.5,1,246,0
34.52,15.86,58.88,77.68,53.5,1,156,0
36.51,15.25,52.8,35.05,31.1,2,67,1
18.31,23.08,77.49,58.94,31.0,3,58,0
36.36,24.37,77.31,24.66,60.4,3,97,1
39.02,16.38,75.51,50.85,9.7,3,20,1
35.76,24.09,64.46,74.13,49.9,1,125,0
35.19,15.74,92.45,31.32,22.7,3,36,1
23.64,18.19,92.88,78.07,29.1,2,72,0
27.68,23.4,78.55,54.27,25.8,2,66,0
19.13,22.1,97.92,59.45,27.0,2,66,0
37.45,18.78,80.13,65.39,54.8,2,118,0
39.93,19.09,97.8,45.92,13.9,1,40,1
43.59,18.17,93.13,32.99,19.7,3,31,1
30.43,16.6,93.38,36.79,73.7,3,139,1
36.0,19.36,70.81,70.98,5.1,3,20,1
24.04,24.48,61.02,74.72,73.0,3,138,0
35.97,20.09,58.33,40.21,14.2,1,40,0
24.74,21.26,52.32,48.9,26.8,3,51,1
24.3,21.99,75.54,39.57,8.3,1,40,0
34.8,23.58,59.15,75.38,52.6,3,101,1
30.1,22.75,54.01,75.49,54.2,2,138,0
44.18,21.91,93.04,38.65,74.6,2,160,1
31.46,21.46,73.24,21.68,6.0,3,20,1
36.07,18.96,61.63,77.35,77.5,3,126,1
20.54,20.11,91.39,51.41,3.6,1,40,0
43.41,24.39,83.24,68.34,17.2,2,38,0
43.16,15.2,49.05,34.96,84.9,3,138,1
41.09,18.43,83.45,22.92,38.5,3,62,1
44.53,16.57,57.67,41.27,34.2,1,84,1
29.17,17.81,94.17,43.57,49.4,3,96,1
42.49,19.65,83.96,48.0,12.9,1,40,1
17.14,18.53,62.02,77.13,19.1,2,47,0
39.01,22.67,77.35,39.39,74.8,3,121,1
35.0,16.18,94.95,78.81,43.3,2,110,0
17.6,16.4,62.84,36.29,64.7,3,123,1
23.36,15.78,73.52,23.58,26.3,2,66,1
21.39,21.7,70.66,42.38,26.5,2,67,0
42.69,15.99,69.76,77.04,25.2,3,40,1
34.49,24.39,82.14,78.95,5.8,1,40,0
17.23,19.25,95.86,63.76,29.6,2,76,0
16.81,18.14,84.54,26.01,89.1,3,169,1
41.71,18.56,60.15,66.19,17.4,1,44,0
29.05,20.04,74.27,37.86,67.1,2,170,1
29.93,15.01,69.83,68.75,78.2,2,198,0
37.46,21.9,75.47,53.92,10.4,3,20,1
23.31,18.51,85.5,48.43,3.1,1,40,0
25.36,22.55,93.03,65.34,84.6,3,161,0
44.84,15.16,84.32,54.62,51.4,2,108,1
30.67,16.45,73.94,23.24,87.6,1,255,1
16.51,17.19,75.26,48.44,49.7,3,95,1
23.39,24.2,75.19,59.59,28.6,3,53,0
20.22,19.53,54.99,43.65,2.1,3,20,1
40.44,19.37,77.27,67.15,8.9,3,20,1
27.34,15.48,50.41,37.63,1.0,1,40,0
26.07,21.99,59.65,57.38,12.5,2,33,0
35.81,20.77,95.32,21.99,70.3,1,176,1
44.53,15.61,76.72,64.06,25.2,3,41,1
18.92,15.93,71.16,40.37,47.1,1,137,0
37.0,21.75,58.46,79.86,46.2,2,100,0
32.54,17.75,80.84,56.22,9.8,2,30,1
24.11,18.99,51.53,79.53,63.0,3,119,1
37.29,20.11,53.11,24.57,79.3,2,170,1
44.53,18.17,63.5,58.56,37.5,1,94,0
31.47,24.24,80.14,40.01,1.5,3,20,1
36.62,16.02,63.45,76.89,27.7,3,43,1
18.83,23.22,88.41,21.74,37.9,1,112,1
36.56,19.83,83.3,47.32,33.8,3,54,1
36.27,24.56,75.71,36.26,68.7,3,111,1
32.43,22.39,53.34,70.97,79.4,2,203,0
36.3,19.18,89.27,51.6,33.4,2,72,1
30.47,20.23,58.8,64.35,35.9,2,92,1
35.07,15.63,91.09,76.22,65.8,3,126,1
29.97,16.8,68.65,71.73,4.8,1,40,0
17.37,18.76,60.12,25.43,22.3,3,44,1
42.57,20.48,50.66,44.9,42.3,2,90,1
42.07,22.9,60.32,77.91,36.7,3,59,1
40.77,22.49,85.94,79.6,25.7,1,64,0
39.97,16.67,52.61,71.04,56.5,2,122,0
18.2,17.37,53.88,72.15,59.0,2,150,0
32.99,14.74,67.18,57.32,95.6,1,255,0
44.62,15.01,54.91,23.78,39.0,1,99,1
16.2,23.25,88.3,33.43,16.0,3,28,1
38.58,20.87,62.83,63.47,58.9,2,127,1
39.78,20.28,51.65,24.58,65.3,3,105,1
29.69,19.22,58.54,72.24,52.9,2,134,0
27.37,18.0,93.72,31.36,68.4,2,173,1
23.32,19.01,71.8,80.46,94.9,3,181,0
33.26,16.67,60.67,32.99,43.0,3,82,1
39.28,21.67,52.88,40.7,68.6,3,110,1
41.33,17.93,92.56,43.79,40.0,1,99,1
28.78,20.7,88.71,63.28,96.5,2,245,0
22.42,24.14,96.21,68.28,31.5,1,92,0
33.83,25.03,79.96,42.52,33.8,2,84,1
40.97,15.31,59.75,60.12,90.7,2,194,1
36.9,23.32,95.41,23.9,3.4,2,30,1
21.66,25.15,60.55,57.0,42.0,3,80,0
30.72,22.02,53.26,65.35,33.5,3,64,1
29.99,22.53,95.63,71.1,20.9,1,59,0
22.84,16.54,52.6,71.31,5.8,3,20,1
37.98,16.64,58.84,24.05,31.8,1,79,1
29.89,22.71,96.31,59.33,50.3,1,148,0
18.32,15.16,68.43,64.46,17.0,2,44,0
29.47,22.71,64.85,51.41,59.9,3,115,1
42.35,19.73,68.67,55.87,18.3,2,41,1
41.48,19.48,88.01,46.54,69.9,3,113,1
27.27,22.78,73.45,73.68,59.6,1,173,0
33.53,17.3,71.27,61.74,53.7,1,157,0
39.8,21.76,96.59,76.96,16.4,1,42,0
36.12,18.16,77.87,60.89,47.2,2,101,1
33.54,20.84,74.39,42.42,45.9,1,134,0
30.88,19.31,62.3,62.3,12.9,2,32,1
23.96,18.68,72.37,54.51,26.0,1,73,0
41.54,21.88,94.48,63.39,96.1,1,242,0
26.66,17.9,69.49,39.84,66.7,3,129,1
18.76,22.73,67.18,73.09,93.5,3,177,0
42.57,21.72,72.91,53.97,20.1,3,32,1
42.4,21.24,54.94,50.98,49.5,2,107,1
43.8,15.68,73.36,55.73,26.0,2,53,1
21.39,24.56,93.84,37.52,53.6,3,103,1
35.78,24.46,57.64,51.93,22.9,3,38,1
26.98,16.8,93.0,78.75,57.2,1,166,0
26.32,22.85,77.46,23.38,8.5,3,20,1
21.48,24.29,87.42,64.12,35.9,1,105,0
15.96,22.34,74.03,77.18,70.8,3,136,0
31.23,24.86,86.29,54.77,85.1,1,249,0
23.45,21.03,75.02,28.16,73.6,3,141,1
20.79,18.01,96.15,24.86,26.7,3,49,1
18.05,21.19,95.24,35.87,91.2,2,231,1
18.94,20.61,76.07,37.06,99.1,3,189,1
28.94,20.34,96.77,56.86,60.6,1,177,0
44.6,16.95,82.68,24.64,4.2,1,40,1
25.16,23.49,78.86,30.6,42.1,2,107,1
28.82,23.23,66.5,40.67,89.8,3,171,1
17.53,15.23,56.99,78.46,51.8,3,100,0
35.51,19.47,84.91,77.59,12.0,1,40,0
41.74,17.48,58.18,21.78,95.8,1,236,1
26.41,16.52,50.24,33.22,11.2,3,20,1
22.67,20.76,74.97,23.15,27.5,2,70,1
31.19,24.43,52.59,65.5,57.1,3,109,1
19.15,25.08,66.85,63.31,56.6,1,167,0
16.35,17.05,59.33,60.22,28.6,2,72,0
30.18,22.11,85.45,63.96,41.6,2,104,1
30.09,20.92,82.42,72.58,76.7,1,225,0
28.14,23.95,56.56,73.97,38.6,3,74,1
25.17,15.5,89.97,38.73,6.5,1,40,0
40.89,15.42,81.07,32.9,10.9,3,20,1
33.31,17.97,66.54,57.43,94.2,3,180,1
21.11,20.79,86.19,45.3,97.5,2,249,0
43.14,21.12,93.98,78.2,49.8,2,107,0
17.44,19.83,61.55,45.27,85.7,2,218,0
34.22,20.18,86.77,33.87,88.5,3,167,1
28.47,23.35,95.98,34.62,86.0,2,219,1
21.02,19.12,62.15,69.92,85.1,2,218,0
31.48,17.18,89.58,44.25,82.8,2,212,1
18.34,24.53,78.25,50.62,83.1,2,214,0
31.79,15.58,60.33,66.45,65.9,1,193,0
17.14,17.55,93.55,58.47,23.2,1,66,0
27.28,17.1,82.69,74.62,43.8,3,83,1
33.69,21.55,66.91,32.77,54.2,2,137,1
37.71,17.68,69.17,57.03,40.9,2,90,1
26.06,18.28,65.3,46.9,88.9,3,169,1
44.48,17.46,71.48,23.86,87.0,3,141,1
22.33,17.28,91.85,26.86,59.7,2,153,1
27.96,22.78,71.2,45.06,55.6,3,106,1
43.55,18.83,55.34,22.28,26.5,3,43,1
19.2,18.98,90.74,56.89,73.7,2,187,0
25.98,21.75,65.59,59.76,25.1,2,62,0
33.1,20.45,95.41,51.51,52.1,1,151,0
26.85,20.42,72.15,43.24,30.5,3,58,1
20.38,20.17,94.12,71.75,97.1,3,185,0
29.05,18.16,92.71,59.27,29.0,2,75,0
27.12,16.5,59.83,23.58,43.5,2,111,1
24.67,22.49,72.28,27.36,38.9,2,97,1
44.13,18.99,50.64,56.59,29.1,2,62,1
22.8,15.81,75.49,48.13,30.7,2,78,0
24.62,22.89,56.56,65.02,82.0,3,156,0
19.48,18.02,67.62,63.25,17.9,1,52,0
38.38,23.39,50.85,74.03,91.6,2,199,0
37.57,18.59,98.49,63.83,36.2,3,59,1
27.01,18.19,84.65,30.03,1.8,1,40,0
31.07,22.21,89.93,33.18,33.6,3,64,1
37.21,17.09,87.2,29.29,79.7,1,199,1
41.25,16.54,79.26,76.1,67.9,3,109,1
34.32,19.34,56.1,37.49,97.6,2,249,1
22.18,23.27,95.06,25.35,37.8,3,72,1
43.77,18.95,91.28,26.19,33.0,3,54,1
31.0,19.26,87.7,65.96,78.9,3,150,1
31.31,17.35,66.9,77.73,85.0,3,162,1
39.28,21.37,57.83,57.79,59.3,1,148,0
29.25,20.12,63.54,51.95,50.5,1,149,0
37.77,24.96,79.35,73.12,5.6,1,40,0
44.6,22.24,72.05,52.17,90.1,2,195,1
24.61,18.74,75.14,51.77,0.4,2,30,0
31.85,17.54,94.95,20.35,72.2,2,185,1
41.9,21.16,87.37,77.46,64.2,3,104,1
25.17,19.05,51.85,36.11,29.2,2,75,1
42.65,23.3,80.05,27.15,14.6,2,31,1
41.99,15.58,57.8,65.12,69.0,1,171,0
42.76,17.34,58.66,56.57,17.7,1,43,0
20.46,23.64,80.38,48.87,81.8,2,207,0
18.74,22.24,83.09,36.87,1.2,1,40,0
40.89,16.04,50.67,55.9,33.5,2,74,1
38.37,20.92,52.16,72.36,29.7,2,64,0
28.05,22.14,60.91,79.32,43.6,3,82,1
28.84,19.42,96.57,31.05,8.6,3,20,1
28.03,16.56,92.67,64.37,37.3,3,69,1
41.62,15.34,94.79,31.81,88.9,2,191,1
41.4,21.18,68.1,60.72,18.6,3,29,1
37.09,20.51,60.54,76.99,70.1,1,173,0
32.37,21.38,84.44,21.19,11.3,3,20,1
27.5,21.29,75.15,79.64,49.2,3,93,1
25.23,18.31,91.73,28.72,94.8,3,180,1
18.43,23.69,51.26,78.61,67.4,2,171,0
39.29,16.64,88.07,75.06,7.1,2,30,0
34.56,20.51,73.23,41.46,12.3,2,31,1
39.5,15.38,60.53,52.78,94.2,3,153,1
33.57,21.89,56.23,76.81,34.8,2,86,0
22.78,21.7,65.77,70.26,21.9,3,41,0
44.53,20.22,80.69,72.36,0.2,3,20,1
28.94,20.53,75.76,77.23,56.0,3,105,1
44.04,17.75,83.69,57.74,1.6,1,40,0
38.9,18.02,95.26,40.4,7.9,1,40,1
21.12,17.14,72.07,75.46,1.5,3,20,0
29.29,21.3,95.18,46.77,56.2,1,164,0
15.61,16.36,71.45,68.18,28.3,3,53,0
25.93,22.68,59.2,64.19,93.8,2,241,0
41.22,19.43,87.97,27.7,90.0,2,193,1
42.51,21.74,81.53,32.74,53.7,2,115,1
27.19,21.15,68.49,28.91,49.2,1,144,0
44.67,22.57,53.19,62.84,41.3,2,89,1
23.3,24.2,80.23,45.22,98.9,1,255,0
21.63,23.58,86.11,62.91,7.5,2,30,0
20.26,15.47,70.37,65.48,86.8,3,167,0
21.51,24.85,73.24,54.12,45.2,2,115,0
35.06,18.52,61.47,23.66,76.9,2,166,1
38.99,22.65,71.93,71.92,92.1,1,230,0
23.17,16.15,68.43,37.11,50.5,2,130,1
37.81,20.74,55.14,62.0,70.0,2,152,1
42.72,15.12,63.21,67.86,0.7,2,30,0
19.35,17.38,96.6,38.18,32.1,1,96,0
28.44,19.15,75.3,68.84,82.4,3,156,1
38.5,17.15,73.9,77.77,35.3,2,74,0
44.1,24.67,75.6,74.89,39.7,2,87,0
34.4,20.12,78.32,38.36,64.1,2,163,1
22.16,17.52,55.53,64.3,40.8,2,103,0
45.25,16.56,54.78,28.33,27.4,3,43,1
34.82,17.4,55.77,72.67,10.2,2,30,0
37.6,15.01,90.72,70.8,83.2,3,135,1
44.59,17.67,95.36,61.6,95.0,1,237,0
37.52,22.4,50.05,41.36,2.2,1,40,1
30.17,21.37,58.3,66.8,30.8,2,76,0
28.33,23.93,92.4,30.29,57.5,1,169,0
18.4,23.59,67.37,73.53,72.9,3,139,0
17.37,24.35,63.96,73.18,49.8,1,145,0
37.29,20.17,50.29,23.54,64.2,1,161,1
18.44,22.35,93.02,76.65,62.4,1,181,0
37.78,18.41,85.13,33.89,43.1,1,106,1
35.92,21.43,67.76,23.97,84.1,3,134,1
22.98,21.37,78.95,68.56,88.9,2,223,0
44.72,21.14,61.22,56.26,82.2,3,133,1
32.4,18.48,77.53,35.18,43.7,1,129,0
43.04,17.59,81.13,30.58,9.5,3,20,1
17.29,21.0,51.64,79.03,60.4,3,116,1
16.58,21.86,81.86,55.36,18.2,1,53,0
31.8,19.59,75.19,62.68,70.3,2,177,1
42.22,15.89,90.78,67.81,31.3,3,51,1
35.65,17.99,56.0,70.23,67.2,1,168,0
23.97,15.85,50.61,29.02,87.3,2,224,1
20.81,21.07,77.76,46.84,48.1,1,139,0
18.77,22.18,67.75,52.92,26.9,2,71,0
34.14,21.63,76.72,40.92,89.4,1,255,0
16.79,16.57,66.87,33.58,95.3,3,184,1
23.42,22.89,68.86,65.71,1.7,2,30,0
29.75,23.78,87.35,43.56,84.6,1,248,0
37.04,24.38,51.17,62.91,45.7,1,114,0
43.68,23.02,64.13,56.99,4.9,3,20,1
16.59,17.4,68.77,52.89,29.3,1,85,0
37.54,16.72,66.8,21.46,84.0,3,136,1
38.47,15.85,81.48,50.2,47.4,1,118,0
31.08,24.08,75.84,31.32,1.7,3,20,1
23.0,24.22,75.95,71.97,29.1,3,55,0
17.28,24.42,84.22,45.44,59.1,3,114,1
39.96,23.87,51.28,69.79,35.1,3,56,1
44.62,24.36,48.58,67.45,34.6,2,76,0
35.07,23.33,50.35,37.88,56.8,3,92,1
25.09,22.74,91.61,45.06,66.5,2,170,0
41.49,23.06,93.03,43.63,63.2,2,139,1
27.44,17.34,83.48,66.01,82.6,3,157,1
43.83,16.15,76.6,54.56,92.1,3,149,1
43.7,15.6,98.2,70.68,65.9,1,164,0
29.02,24.72,59.83,29.96,23.9,1,70,0
30.76,16.21,91.53,53.04,84.3,3,161,1
24.29,15.17,93.29,49.42,28.0,3,53,1
22.81,19.75,80.5,43.53,35.0,2,88,0
33.51,21.74,77.15,71.7,60.9,2,155,0
22.63,21.38,89.17,78.27,44.8,1,133,0
43.96,24.38,83.06,72.96,20.1,1,49,0
37.02,19.53,63.06,54.31,94.3,2,205,1
29.51,22.0,85.56,67.07,37.8,2,95,0
29.3,20.35,64.35,21.75,44.0,3,82,1
43.56,18.23,86.03,44.27,48.0,3,79,1
40.11,19.81,92.14,48.25,55.1,1,138,1
33.24,22.43,81.66,62.25,42.1,1,125,0
38.05,17.75,66.17,32.33,71.1,1,179,1
30.04,18.68,60.9,60.84,71.7,3,137,1
32.99,24.75,84.38,24.11,37.7,1,111,1
33.74,20.38,66.29,34.6,62.4,3,119,1
28.05,23.7,87.92,71.24,80.1,2,204,0
26.84,15.85,75.18,59.16,17.4,1,50,0
16.6,24.54,87.8,66.64,8.0,1,40,0
18.14,19.1,67.53,41.81,30.6,2,78,0
32.74,22.49,53.17,53.13,29.0,1,80,0
35.8,18.67,56.75,49.3,52.6,1,130,1
40.46,14.93,59.37,49.69,70.6,2,152,1
42.42,19.19,66.52,64.75,87.3,3,142,1
22.45,17.96,60.92,59.39,11.6,1,40,0
31.36,23.4,51.13,45.26,45.3,1,132,0
41.27,23.98,53.2,63.95,71.9,2,157,1
28.98,22.89,49.77,73.64,41.7,2,105,0
42.56,22.34,58.97,69.17,27.9,1,68,0
30.65,21.65,79.14,42.13,42.5,1,124,0
40.47,21.11,57.08,21.09,70.5,3,113,1
24.81,24.42,93.49,61.92,36.8,1,106,0
29.91,23.15,91.12,69.59,72.5,2,184,0
37.36,18.69,83.07,59.5,18.3,2,38,1
16.85,24.85,81.12,46.34,62.3,1,184,0
29.03,22.09,61.44,48.8,97.8,3,187,1
42.1,23.06,57.18,45.74,76.7,2,167,1
17.3,18.81,80.83,37.23,58.9,1,173,0
27.11,19.55,78.96,51.32,47.1,1,135,0
34.0,15.93,92.66,52.79,2.9,1,40,0
20.44,25.12,60.75,31.6,65.9,3,126,1
21.64,20.03,91.15,31.3,23.8,1,70,0
22.7,21.51,77.9,24.76,53.1,3,100,1
28.81,21.23,90.03,37.03,11.3,3,20,1
40.27,24.65,81.33,48.06,32.9,2,68,1
21.93,22.54,92.82,34.48,16.9,1,51,0
35.72,16.04,54.26,28.3,56.2,1,140,1
16.61,23.05,97.17,40.61,64.5,1,190,0
29.69,16.34,84.52,60.24,99.8,2,253,0
40.85,22.4,69.87,62.88,87.2,1,216,0
37.24,17.4,93.69,32.88,100.0,2,215,1
41.84,18.91,87.33,33.21,78.3,2,167,1
41.0,19.55,74.73,79.32,53.4,3,86,1
29.09,23.93,90.59,72.35,94.1,1,255,0
32.26,17.94,73.62,76.05,72.5,1,213,0
44.62,20.57,82.41,36.34,31.9,2,69,1
23.2,19.29,82.61,25.88,10.5,1,40,0
30.63,14.95,93.25,68.87,72.5,1,212,0
15.51,15.82,62.33,53.48,76.6,2,195,0
21.33,21.69,63.74,40.84,94.0,2,239,0
27.8,22.13,57.26,39.59,13.4,1,40,0
26.45,21.96,79.72,50.52,98.1,3,187,1
22.14,17.93,55.76,48.05,98.6,3,188,1
38.22,17.03,93.99,65.92,0.1,3,20,1
35.71,18.4,76.29,43.02,30.8,1,75,1
21.77,16.3,73.77,65.56,99.7,3,190,0
25.02,16.24,69.25,59.35,36.6,2,92,0
21.36,17.23,60.48,52.53,91.4,2,231,0
32.48,18.24,83.99,69.71,35.5,2,88,0
36.75,22.98,55.15,55.48,63.7,3,105,1
41.39,18.12,69.21,40.06,77.1,1,192,1
25.69,20.47,51.83,71.91,40.2,1,121,0
42.18,18.83,91.89,73.82,49.8,2,108,0
23.88,16.37,64.71,36.15,62.9,2,162,1
40.2,24.09,71.54,21.11,79.2,2,171,1
32.18,21.13,94.79,29.42,55.4,3,103,1
29.47,16.23,75.14,75.28,14.8,1,46,0
44.12,15.56,76.1,51.97,7.2,1,40,0
18.43,24.36,91.8,57.2,81.9,2,208,0
33.95,18.63,54.76,30.77,34.2,1,101,0
24.92,15.33,81.38,80.32,62.8,2,161,0
35.55,21.36,85.52,59.16,9.1,1,40,0
41.03,24.71,74.01,27.09,48.1,2,105,1
24.81,22.62,61.55,61.09,29.3,2,75,0
38.01,20.4,75.56,47.73,73.2,1,180,1
35.23,21.23,96.24,76.37,42.8,2,92,0
30.43,17.76,90.18,31.08,36.2,2,91,1
27.97,18.53,77.59,37.53,63.6,2,162,1
31.96,21.37,67.16,37.26,48.0,2,121,1
18.46,16.69,87.98,77.95,26.0,1,75,0
36.54,25.02,89.2,36.64,70.9,3,115,1
23.12,15.81,68.92,69.34,12.9,1,40,0
27.66,20.15,95.24,44.44,88.2,2,224,0
23.85,20.48,79.91,78.51,85.3,1,250,0
22.16,19.01,88.08,63.31,66.6,1,194,0
37.76,15.97,63.32,40.83,37.8,3,60,1
26.41,24.19,84.95,34.55,59.0,2,149,1
22.31,16.08,74.63,53.27,33.8,1,98,0
34.75,24.64,88.93,20.42,66.6,1,196,1
27.69,23.56,74.29,63.74,1.8,2,30,0
27.37,17.18,89.34,72.82,54.3,3,103,1
37.48,18.92,56.37,32.71,87.8,3,140,1
31.2,17.79,61.51,20.7,39.8,3,75,1
40.7,17.25,56.7,31.66,97.4,3,157,1
17.56,19.91,55.68,59.85,60.4,1,176,0
28.2,20.24,71.4,61.87,85.6,3,162,1
43.44,21.14,92.22,29.71,62.2,3,101,1
44.78,21.47,94.42,45.8,71.0,1,177,1
37.1,16.97,62.36,33.55,40.0,2,86,1
34.6,19.43,94.47,37.61,72.7,3,138,1
16.09,22.23,56.53,33.83,11.4,1,40,0
17.46,22.6,72.05,61.7,17.2,2,44,0
36.14,19.35,88.24,60.15,41.0,1,102,0
25.62,24.57,54.43,74.44,44.4,1,130,0
29.98,16.11,72.23,48.24,88.5,3,169,1
30.66,15.48,75.98,68.12,13.3,3,25,1
43.48,17.5,59.39,53.75,58.5,3,95,1
17.96,14.91,86.73,52.66,69.5,2,178,0
45.39,16.86,73.89,57.94,5.8,2,30,1
34.3,19.27,58.05,61.5,13.2,2,33,1
29.23,16.36,74.91,44.02,52.2,1,152,0
20.24,18.71,61.03,38.9,57.9,2,147,1
25.46,17.13,58.1,59.39,55.7,1,163,0
16.61,24.86,58.37,63.14,15.1,1,45,0
40.57,24.89,84.61,44.79,95.3,3,154,1
26.43,18.63,74.15,30.75,45.2,2,115,1
35.4,24.96,86.07,24.04,17.0,3,27,1
32.4,19.24,52.85,44.82,79.6,3,151,1
35.43,24.85,91.04,45.12,32.4,2,70,1
44.38,23.47,96.14,70.87,85.4,2,185,0
23.04,19.17,61.41,41.31,65.5,2,166,0
23.59,15.34,59.55,31.23,7.0,1,40,0
31.34,19.25,92.87,38.52,8.1,3,20,1
23.77,19.37,66.71,64.25,63.5,2,163,0
44.33,17.39,90.13,23.13,52.8,2,114,1
31.07,16.73,59.02,51.8,58.9,2,149,1
35.84,23.84,97.07,63.01,93.0,2,236,1
35.1,18.79,95.46,73.53,43.6,3,70,1
17.37,21.09,86.17,33.16,27.2,2,69,1
26.14,21.2,96.37,43.61,67.7,1,199,0
34.06,19.77,54.02,80.6,75.8,1,220,0
45.0,19.9,76.43,44.83,15.0,3,24,1
23.69,17.43,92.45,28.56,48.5,2,126,1
37.55,18.46,58.84,33.74,89.8,3,144,1
35.93,24.57,71.82,58.49,54.0,3,87,1
39.89,20.58,88.08,27.39,63.8,1,159,1
32.53,19.93,90.1,33.81,38.2,1,110,0
43.28,22.06,53.64,54.95,90.9,2,197,1
40.58,15.2,96.21,79.58,59.5,2,129,0
18.8,22.35,66.93,31.92,55.0,1,159,0
44.42,19.41,63.03,24.52,73.6,1,182,1
43.93,22.62,60.1,38.02,9.1,2,30,1
39.72,16.03,92.06,55.44,45.7,1,114,0
30.65,17.95,64.99,33.45,14.6,3,27,1
25.56,17.17,53.69,62.14,50.0,2,128,0
35.96,23.51,66.91,73.26,34.8,3,55,1
19.21,20.36,91.16,41.8,75.7,3,145,1
20.72,19.06,68.77,63.24,19.0,2,49,0
27.25,15.47,75.65,55.74,73.7,2,187,0
24.91,22.03,89.59,43.09,74.7,3,142,1
18.09,19.89,52.66,38.1,58.6,3,112,1
18.46,23.01,88.46,39.68,29.8,3,57,1
21.15,16.69,74.62,59.85,7.8,3,20,0
39.68,17.87,56.34,45.03,8.9,3,20,1
21.22,20.93,72.17,22.5,27.0,3,52,1
26.79,23.32,70.9,60.33,30.9,2,78,0
35.74,15.62,74.92,32.8,32.6,2,70,1
44.15,23.75,55.68,40.09,25.2,1,63,1
22.97,23.21,72.01,46.05,69.9,2,178,0
38.45,15.33,65.21,54.54,41.7,2,88,1
30.18,15.98,50.17,41.22,77.1,3,143,1
33.14,16.77,81.44,47.93,61.5,2,158,1
44.96,20.31,63.3,58.89,27.2,3,44,1
41.83,23.66,71.07,28.65,0.8,1,40,1
27.6,17.12,96.49,29.43,91.1,2,232,1
34.62,17.97,96.31,54.11,91.3,3,173,1
16.42,20.61,91.77,32.17,17.9,1,53,0
37.35,21.75,64.82,46.6,21.0,1,51,1
21.37,24.12,64.0,24.69,68.8,3,132,1
24.88,20.4,53.51,28.91,94.8,1,255,0
41.17,18.89,64.17,49.81,72.3,1,178,1
32.83,23.89,51.23,29.09,63.0,2,159,1
